OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2565,4092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015-07-07T00:00:00.000Z,Restaurant,16140,-78.50924596,35.9788861,M
2566,4092016942,DUNKIN DONUTS BASKIN ROBBINS #342104,2740 NC HWY 55 ,STE 100,CARY,NC,27519,(919) 303-4334,2015-06-29T00:00:00.000Z,Restaurant,16143,-78.87055208,35.78544621,M
2567,4092017789,GRABBAGREEN,4421-103B SIX FORKS RD ,,RALEIGH,NC,27609,(919) 326-7799,2018-02-21T00:00:00.000Z,Restaurant,16148,-78.64257479,35.83992724,M
2568,4092017821,"Hwy. 55 Burgers, Shakes &amp; Fries #185",8450 Louisburg RD ,Suite 110,RALEIGH,NC,27616,(919) 373-8807,2018-04-06T00:00:00.000Z,Restaurant,16151,-78.50930992,35.89359383,M
2569,4092030357,The Pyramids (WCID #598),9252 Linslade WAY ,,WAKE FOREST,NC,27587,,2018-03-28T00:00:00.000Z,Mobile Food Units,16152,-78.51602823,35.93412329,M
2570,4092025181,Tastefully Served @ TKA,2161 S Wilmington ST ,,RALEIGH,NC,27615,(919) 760-5134,2018-05-11T00:00:00.000Z,Food Stand,16156,-78.64171063,35.75324624,M
2571,4092017931,Hearth,208 Wolfe ST ,,RALEIGH,NC,27601,(919) 624-2168,2018-09-17T00:00:00.000Z,Restaurant,16157,-78.63624076,35.77587123,M
2572,4092016813,MAUDE'S GARDEN &amp; COFFEE,12333 STRICKLAND ROAD,SUITE 100,RALEIGH,NC,27613,(984) 232-8321,2014-11-19T00:00:00.000Z,Restaurant,16161,-78.70281267,35.90557127,M
2573,4092030389,Eighty 8 (WCID #679),1077 Darrington DR ,,CARY,NC,27513,(919) 377-0152,2019-01-24T00:00:00.000Z,Mobile Food Units,16163,-78.81667687,35.79929094,M
2574,4092018040,First Watch Daytime Cafe #580,2808-105 Rogers RD ,,Wake Forest,NC,27587,(919) 569-5763,2019-01-18T00:00:00.000Z,Restaurant,16164,-78.52611229,35.95314295,M
2575,4092018041,Poke Bros,7870-110 Alexander Place Promenade ,,RALEIGH,NC,27617,(919) 797-2322,2019-01-25T00:00:00.000Z,Restaurant,16165,0,0,U
2576,4092040364,G &amp; C Deliciosos Hot Dogs (WCID #647),816 Hadley DR ,,RALEIGH,NC,27610,(919) 710-6505,2018-09-06T00:00:00.000Z,Pushcarts,16168,-78.62560659,35.75020559,M
2577,4092030374,Beefy Buns (WCID #660),1941 Indianwood CT ,,RALEIGH,NC,27604,(919) 638-1572,2018-09-18T00:00:00.000Z,Mobile Food Units,16170,-78.54824679,35.81067005,M
2578,4092017919,Diced,7157 O'Kelley Chapel RD ,,CARY,NC,27619,(919) 678-5004,2018-09-06T00:00:00.000Z,Restaurant,16172,-78.88824644,35.84415135,M
2579,4092025229,Domino's #8908,833 Perry RD ,,APEX,NC,27502,(919) 387-0030,2018-12-17T00:00:00.000Z,Food Stand,16175,-78.84486569,35.719727,M
2580,4092017982,Bombay Chat House,744 E Chatham ST ,,CARY,NC,27511,(919) 469-0006,2018-11-08T00:00:00.000Z,Restaurant,16177,-78.76691591,35.79077863,M
2581,4092018002,The Lost Cajun Wakefield,10901 Forest Pines DR ,,RALEIGH,NC,27614,(919) 200-4590,2018-12-17T00:00:00.000Z,Restaurant,16178,-78.54524907,35.9442777,M
2582,4092030386,Taqueria La Esquina (WCID #662),10500 Chapel Hill RD ,,Morrisville,NC,27560,(919) 771-4596,2018-12-21T00:00:00.000Z,Mobile Food Units,16179,-78.83168895,35.84049229,M
2583,4092018036,Jumbo China,1625-101 RONALD DR ,,RALEIGH,NC,27609,(919) 878-9877,2019-01-27T00:00:00.000Z,Restaurant,16180,-78.6079213,35.83826504,M
2584,4092021984,SPEEDY BURRITOS,5959-1100 TRIANGLE TOWN BLVD ,,RALEIGH,NC,27616,(919) 792-2923,2016-10-05T00:00:00.000Z,Food Stand,16183,-78.57159163,35.86546307,M
2585,4092017580,FAMOUS TOASTERY WESTIN CORNERS,9928 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 234-1860,2017-03-29T00:00:00.000Z,Restaurant,16185,-78.82063472,35.81480892,M
2586,4092015545,Jimmy John`s #1026,2904-106 Wake Forest  RD ,,RALEIGH,NC,27609,(919) 836-0404,2009-12-16T00:00:00.000Z,Restaurant,16189,-78.62377918,35.8200797,M
2587,4092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014-12-17T00:00:00.000Z,Restaurant,16196,-78.70383431,35.85593995,M
2588,4092017983,FUJI EXPRESS,2143 TEN TEN RD ,,APEX,NC,27539,(919) 367-8686,2018-11-26T00:00:00.000Z,Restaurant,16198,-78.81811355,35.72082608,M
2589,4092016641,DeM0'S PIZZERIA &amp; DELI,222-121 GLENWOOD AVE ,,RALEIGH,NC,27613,(919) 754-1050,2014-03-13T00:00:00.000Z,Restaurant,16205,-78.64733509,35.78392898,M
2590,4092017725,Starbucks #8218,2105 Cameron ST ,,Raleigh,NC,27605,(919) 856-9444,2017-11-09T00:00:00.000Z,Restaurant,16213,-78.66157335,35.79001079,M
2591,4092017727,Whole Foods Market #10611 Culinary,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017-11-03T00:00:00.000Z,Restaurant,16214,-78.88191924,35.83347908,M
2592,4092017733,BELLA ITALIA PIZZERIA,109 CAPCOM AVE ,SUITE 5,WAKE FOREST,NC,27587-6515,(919) 554-9404,2017-11-20T00:00:00.000Z,Restaurant,16215,-78.52881225,35.95086253,T
2593,4092017709,Penn Station #345,5036 Arco ST ,,Cary,NC,27519,,2017-10-12T00:00:00.000Z,Restaurant,16216,-78.88191924,35.83347908,M
2594,4092017607,TROPICAL SMOOTHIE CAFE NC23,1385 BRADFORD VIEW PL ,SUITE 110,CARY,NC,27519,(919) 378-9859,2017-05-16T00:00:00.000Z,Restaurant,16222,-78.84682098,35.79355783,M
2595,4092110499,Wiley Elementary School Cafeteria,2600 TIMBER DR ,,GARNER,NC,27529,(919) 662-2125,2014-01-08T00:00:00.000Z,Public School Lunchrooms,16229,-78.63543751,35.7129927,M
2596,4092017884,9.19 Island Cuisine,13654 Capital BLVD Suite 108,,WAKE FOREST,NC,27587,(919) 556-3647,2018-07-03T00:00:00.000Z,Restaurant,16239,-78.5186746,36.00548951,M
2597,4092017939,MCDONALDS AT CROSSROADS #13363,1830 WALNUT ST ,,CARY,NC,27511,(919) 233-0080,2018-09-28T00:00:00.000Z,Restaurant,16245,-78.74334016,35.75902812,M
2598,4092014947,Hardee`s #1207,5639 Hillsborough ST ,,RALEIGH,NC,27606,(919) 859-0607,2007-09-11T00:00:00.000Z,Restaurant,16250,-78.72266449,35.785856,M
2599,4092025154,Little Caesars #13,1008 N Raleigh  BLVD ,,RALEIGH,NC,27610,(919) 838-0088,2017-11-27T00:00:00.000Z,Food Stand,16251,-78.61254493,35.79381881,M
2600,4092017763,Sawasdee Thai Restaurant,"3601 Capital  Blvd, Ste 107",,RALEIGH,NC,27604,(919) 878-0049,2018-01-08T00:00:00.000Z,Restaurant,16253,-78.58592881,35.82958159,M
2601,4092014748,Jersey Mike`s,701 N Main ST,,FUQUAY-VARINA,NC,27529,(919) 557-3000,2006-10-31T00:00:00.000Z,Restaurant,16255,-78.79264626,35.59174507,M
2602,4092021427,Liles Country Cupboard,1825 HWY 70 E,,RALEIGH,NC,27610,(919) 772-0290,2006-12-27T00:00:00.000Z,Food Stand,16258,0,0,U
2603,4092300277,CARNICERIA LA HACIENDA,5440-114 ATLANTIC SPRINGS RD ,,RALEIGH,NC,27616,(984) 200-1151,2017-01-23T00:00:00.000Z,Meat Market,16270,-78.59773285,35.85673584,M
2604,4092025228,DOMINOS PIZZA #8978,2100 CROSSWAY LN ,,HOLLY SPRINGS,NC,27540,(919) 567-2330,2018-12-15T00:00:00.000Z,Food Stand,16275,-78.83509342,35.66345114,M
2605,4092030383,Presto (WCID #658),903 N Smithfield RD ,,KNIGHTDALE,NC,27575,(434) 806-7609,2018-12-07T00:00:00.000Z,Mobile Food Units,16278,-78.48796476,35.79576936,M
2606,4092017989,Vicious Fishes Brewery Tap &amp; Kitchen,132 S Fuquay AVE ,,Fuquay-Varina,NC,27526,,2018-12-03T00:00:00.000Z,Restaurant,16279,-78.79867758,35.5832391,M
2607,4092030384,2K Taqueria (WCID #661),4125 Capital BLVD ,"11-3pm Tu, Wed, Thurs &amp; Sat ",RALEIGH,NC,27604,(919) 451-7219,2018-12-13T00:00:00.000Z,Mobile Food Units,16280,-78.58179053,35.83712238,M
2608,4092030382,Tacos Sanjuan (WCID #656),903 N Smithfield RD ,,Knightdale,NC,27575,(919) 455-8661,2018-11-29T00:00:00.000Z,Mobile Food Units,16281,-78.48796476,35.79576936,M
2609,4092017973,Shuckin' Shack,2340-100 Bale ST ,,RALEIGH,NC,27604,(919) 322-0324,2018-11-07T00:00:00.000Z,Restaurant,16282,-78.62812288,35.81345271,M
2610,4092018016,Muscle Maker Grill,2330-112 Bale ST ,,RALEIGH,NC,27608,(919) 803-7460,2018-12-19T00:00:00.000Z,Restaurant,16283,-78.62772121,35.81322416,M
2611,4092030379,Baltic Bites (WCID #669),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 810-2944,2018-09-19T00:00:00.000Z,Mobile Food Units,16285,-78.64171063,35.75324624,M
2612,4092016776,MANHATTAN CAFE,320 S WILMINGTON  ST ,,RALEIGH,NC,27601,(919) 833-6105,2014-10-16T00:00:00.000Z,Restaurant,16293,-78.63879706,35.77609243,M
2613,4092016780,HARRIS TEETER #430 STARBUCKS,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Restaurant,16294,-78.76561938,35.77485795,M
2614,4092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014-10-28T00:00:00.000Z,Food Stand,16295,-78.84558396,35.79325638,M
2615,4092016840,MI CANCUN,1106 GRACE PARK DRIVE,,MORRISVILLE,NC,27560,(919) 650-1718,2014-12-30T00:00:00.000Z,Restaurant,16298,-78.84652326,35.82111262,M
2616,4092016650,SHEETZ #540,4000 LUFKIN RD ,,APEX,NC,27539,(919) 303-3443,2014-03-19T00:00:00.000Z,Restaurant,16309,-78.82092868,35.72195088,M
2617,4092016687,PLAZA DEL MARIACHI,411 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-4464,2014-04-30T00:00:00.000Z,Restaurant,16315,-78.32295686,35.82026636,M
2618,4092021604,The Butchers Market,1225 KILDAIRE FARM RD,,CARY,NC,27511,(919) 465-3082,2010-01-20T00:00:00.000Z,Food Stand,16326,-78.78213078,35.7627377,M
2619,4092021607,QUE HUONG ORIENTAL MARKET,3312 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 790-5325,2010-02-16T00:00:00.000Z,Food Stand,16327,-78.5854745,35.82439477,M
2620,4092030280,THE WANDERING MOOSE (WCID #533),8320-108 Litchford  RD ,,RALEIGH,NC,27615,(252) 327-2445,2015-04-17T00:00:00.000Z,Mobile Food Units,16329,-78.60100965,35.89311432,M
2621,4092016926,DEATH AND TAXES,105 W HARGETT ST ,,RALEIGH,NC,27601,(984) 242-0218,2015-04-08T00:00:00.000Z,Restaurant,16331,-78.6404497,35.77817353,M
2622,4092017614,STELLINO'S,1150 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 694-5761,2017-05-09T00:00:00.000Z,Restaurant,16334,-78.88929435,35.84836238,M
2623,4092030333,DON BELL'S GRILL HOUSE (WCID # 606),4820 LANDOVER ARBOR PL ,,RALEIGH,NC,27616,(919) 266-4858,2017-06-05T00:00:00.000Z,Mobile Food Units,16335,-78.52358738,35.85256827,M
2624,4092017829,DUNKIN DONUTS #347837,3511 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 367-9949,2018-04-24T00:00:00.000Z,Restaurant,16344,-78.79278417,35.70189107,M
2625,4092017835,Cafe Buongiorno's,3607 FALLS RIVER AVE ,STE 125,RALEIGH,NC,27614,(252) 714-8051,2018-05-04T00:00:00.000Z,Restaurant,16346,-78.56497256,35.92958969,M
2626,4092017846,Homewood Suites Cary Foodservice,555 Crossroads BLVD ,,CARY,NC,27518,(919) 745-8589,2018-05-01T00:00:00.000Z,Restaurant,16351,-78.73253485,35.75843966,M
2627,4092016959,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA &amp; BAR,421 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 834-9900,2015-07-07T00:00:00.000Z,Restaurant,16355,-78.6399062,35.77493479,M
2628,4092016977,MCDONALDS #32242,7100 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-4071,2015-07-14T00:00:00.000Z,Restaurant,16358,-78.83107956,35.63625053,M
2629,4092016985,MCDONALD'S #12293,3424 POOLE RD ,,RALEIGH,NC,27610,(919) 250-0072,2015-07-17T00:00:00.000Z,Restaurant,16359,-78.57821337,35.76749685,M
2630,4092018033,BUNS BARN,3524 DAVIS DR ,,MORRISVILLE,NC,27560,,2019-01-25T00:00:00.000Z,Restaurant,16361,-78.84576194,35.81812076,M
2631,4092018043,Terrace Cafe SAS Building A,920 SAS Campus DR ,,Cary,NC,27513,,2019-01-25T00:00:00.000Z,Restaurant,16362,-78.7476237,35.81616993,M
2632,4092021859,Ladyfingers Caterers,627 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 828-2270,2015-07-14T00:00:00.000Z,Food Stand,16374,-78.63053647,35.8074913,M
2633,4092021861,"LOWES FOODS #185 MEAT, SEAFOOD, SAUSAGE",1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015-07-08T00:00:00.000Z,Food Stand,16375,-78.61583976,35.68506666,M
2634,4092016981,NEUSE RIVER BREWING COMPANY,518-100 PERSHING RD ,,RALEIGH,NC,27608,(919) 301-8852,2015-07-22T00:00:00.000Z,Restaurant,16376,-78.632252,35.80416736,M
2635,4092016469,TRA'LI,3107 GRACE PARK  DR ,,MORRISVILLE,NC,27560,(919) 651-9083,2013-07-29T00:00:00.000Z,Restaurant,16386,-78.84652326,35.82111262,M
2636,4092014571,Moe`s Southwest Grill,1406 E Broad ST,,FUQUAY VARINA,NC,27526,(919) 557-5507,2006-04-26T00:00:00.000Z,Restaurant,16392,-78.77524481,35.59427198,M
2637,4092016632,DRIFTWOOD SOUTHERN KITCHEN,8460 HONEYCUTT RD ,STE 112,RALEIGH,NC,27615,(919) 977-8360,2014-02-24T00:00:00.000Z,Restaurant,16399,-78.62166097,35.89510574,M
2638,4092017801,Wingz American Grill,3400-120 New Birch DR ,,RALEIGH,NC,27610,(984) 202-5996,2018-02-21T00:00:00.000Z,Restaurant,16401,-78.59913309,35.74627271,M
2639,4092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 522-0026,2013-09-24T00:00:00.000Z,Restaurant,16404,-78.78143109,35.59257744,M
2640,4092016658,LA ROMA PIZZA,1322 FIFTH AVE ,,GARNER,NC,27529,(919) 662-1700,2014-04-03T00:00:00.000Z,Restaurant,16419,-78.6218586,35.70948463,M
2641,4092017823,Triangle Springs Hospital Foodservice,10901 World Trade BLVD ,,RALEIGH,NC,27617,(919) 746-8900,2018-03-26T00:00:00.000Z,Restaurant,16420,-78.81422864,35.90306203,M
2642,4092017838,Raleigh Crab House,4538 Capital BLVD ,,RALEIGH,NC,27604,(919) 322-0304,2018-04-11T00:00:00.000Z,Restaurant,16428,-78.57896604,35.84571366,M
2643,4092025201,WEBO'S,511 Bragg St. ,,RALEIGH,NC,27601,(919) 901-5501,2018-08-15T00:00:00.000Z,Food Stand,16430,-78.63198199,35.76587483,M
2644,4092017956,Pieology #8904,4158 MAIN AT NORTH HILLS ST ,SUITE 103,RALEIGH,NC,27609,(919) 803-5860,2018-10-09T00:00:00.000Z,Restaurant,16432,-78.64323049,35.83718561,M
2645,4092021818,PUBLIX #1466 SEAFOOD,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014-10-28T00:00:00.000Z,Food Stand,16435,-78.84558396,35.79325638,M
2646,4092017522,IMURJ CAFE,300 S. MCDOWELL ST.,,RALEIGH,NC,27601,(919) 825-1515,2017-02-06T00:00:00.000Z,Restaurant,16446,-78.64215374,35.77671492,M
2647,4092022008,KINGS WOK,8320 Litchford  RD ,SUITE 160,RALEIGH,NC,27615,(919) 878-5252,2017-03-09T00:00:00.000Z,Food Stand,16448,-78.59988229,35.89223772,M
2648,4092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3052,2017-03-23T00:00:00.000Z,Restaurant,16450,-78.67658819,35.8395892,M
2649,4092017564,CANTINA 18 MORRISVILLE,3305 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 694-5618,2017-03-16T00:00:00.000Z,Restaurant,16451,-78.81800343,35.80772157,M
2650,4092030327,BBQ PROPER (WCID #596),3717 NATIONAL DR ,,RALEIGH,NC,27612,(919) 612-3128,2017-04-07T00:00:00.000Z,Mobile Food Units,16453,-78.66697352,35.8336285,M
2651,4092016984,RALEIGH BEER GARDEN,614 GLENWOOD AVE ,,RALEIGH,NC,27603,(984) 232-8074,2015-07-15T00:00:00.000Z,Restaurant,16454,-78.64672235,35.78805438,M
2652,4092017883,Happy &amp; Hale @ North Hills,200-101 Park at North Hills ST ,,RALEIGH,NC,27609,(984) 200-3802,2018-06-20T00:00:00.000Z,Restaurant,16457,-78.63780803,35.83639953,M
2653,4092017882,Unwined on White,153 S White ST ,,Wake Forest,NC,27587,(919) 761-5049,2018-06-01T00:00:00.000Z,Restaurant,16458,-78.5096102,35.97799115,M
2654,4092017879,Hi Poke,9573 Chapel Hill RD ,,Morrisville,NC,27560,(919) 650-3398,2018-05-30T00:00:00.000Z,Restaurant,16459,-78.81120699,35.8045716,M
2655,4092110525,Apex Friendship Middle School Cafeteria,7701 Humie Olive RD ,,APEX,NC,27502,,2018-07-19T00:00:00.000Z,Public School Lunchrooms,16460,-78.91074252,35.70028019,M
2656,4092016473,STARBUCKS #75937,500 Fayetteville ST ,,RALEIGH,NC,27601,(919) 334-9894,2013-08-16T00:00:00.000Z,Restaurant,16462,-78.63997557,35.77359698,M
2657,4092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013-07-30T00:00:00.000Z,Institutional Food Service,16463,-78.78531158,35.58042512,M
2658,4092016487,PEACE CHINA,13220 Strickland  RD ,Ste 167,RALEIGH,NC,27613,(919) 676-9968,2013-08-14T00:00:00.000Z,Restaurant,16466,-78.72593809,35.90878313,M
2659,4092022029,APEX HS CULINARY ARTS AT GREEN LEVEL HS,7600 ROBERTS RD ,,CARY,NC,27519,(919) 387-2208,2017-08-25T00:00:00.000Z,Food Stand,16468,-78.89828034,35.77347438,M
2660,4092011193,El Rodeo Restaurant,2404 Wake Forest Rd,,RALEIGH,NC,27608-1710,(919) 833-1460,1992-12-10T00:00:00.000Z,Restaurant,16475,-78.6259391,35.81378428,M
2661,4092021333,Lowes Foods #218 Deli ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,16476,-78.73779149,35.88567281,M
2662,4092014791,Arby`s #7820,6725 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 353-1755,2007-02-06T00:00:00.000Z,Restaurant,16482,-78.50344651,35.79796245,M
2663,4092017667,THE REMEDY DINER,927-116 W MORGAN ST ,,RALEIGH,NC,27603,(919) 835-3553,2017-08-22T00:00:00.000Z,Restaurant,16492,0,0,U
2664,4092021426,Speedway #6959,2808 US Hwy 70 W ,,CLAYTON,NC,27520-9321,(919) 553-3535,2006-12-21T00:00:00.000Z,Food Stand,16497,0,0,U
2665,4092030166,Pupusas Y Tacos Marina (WCID #172),7000 Destiny DR ,,RALEIGH,NC,27604,(919) 616-1519,2007-03-14T00:00:00.000Z,Mobile Food Units,16500,-78.53215906,35.8273807,M
2666,4092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,STE 126,RALEIGH,NC,27612-2650,(919) 783-7555,2013-04-04T00:00:00.000Z,Restaurant,16508,-78.70313649,35.85876954,M
2667,4092016471,THE CAPITAL ROOM,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013-08-05T00:00:00.000Z,Restaurant,16510,-78.70589304,35.80134918,M
2668,4092016804,THE GARDEN GRILLE &amp; BAR,1500 RDU CENTER DR,,MORRISVILLE,NC,27560-8278,(919) 840-8088,2014-11-17T00:00:00.000Z,Restaurant,16515,-78.79608047,35.85105891,M
2669,4092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018-07-02T00:00:00.000Z,Restaurant,16521,-78.84558396,35.79325638,M
2670,4092030365,Stavi's Sandwiches (WCID #639),509 Wheddon Cross WAY ,,WAKE FOREST,NC,27587,(757) 256-5677,2018-07-11T00:00:00.000Z,Mobile Food Units,16522,-78.50497251,36.00211361,M
2671,4092050030,Wake Christian Academy Cafeteria,5500 Wake Academy Dr,,RALEIGH,NC,27603,(919) 772-6264,2018-08-03T00:00:00.000Z,Private School Lunchrooms,16523,-78.67127255,35.70440815,M
2672,4092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018-08-06T00:00:00.000Z,Food Stand,16524,-78.7784243,35.787736,M
2673,4092017678,EL POLLOTE,421 CHAPANOKE RD ,STE 103,RALEIGH,NC,27603,(919) 803-0509,2017-09-18T00:00:00.000Z,Restaurant,16531,-78.65331762,35.73463329,M
2674,4092160057,MORNINGSIDE ASSISTED LIVING KITCHEN,801 DIXIE TRL ,,RALEIGH,NC,27607,(919) 828-5557,2006-08-16T00:00:00.000Z,Institutional Food Service,16534,-78.67718508,35.80049393,M
2675,4092016663,BOJANGLES #5,3301 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 772-4512,2014-04-08T00:00:00.000Z,Restaurant,16535,-78.64980268,35.73506324,M
2676,4092017910,Highway 55 Burgers Shakes &amp; Fries,1011 N Smithfield  RD ,,KNIGHTDALE,NC,27545,(919) 743-0128,2018-08-30T00:00:00.000Z,Restaurant,16541,-78.48874912,35.79711939,M
2677,4092030370,Woodpile BBQ (WCID #646),1120 Sandrock LN ,,WENDELL,NC,27591,(919) 365-9663,2018-08-28T00:00:00.000Z,Mobile Food Units,16553,-78.41733855,35.77529755,M
2678,4092017940,MCDONALDS #3259,869 SE MAYNARD RD ,,CARY,NC,27511-4205,(919) 467-3883,2018-09-28T00:00:00.000Z,Restaurant,16555,-78.76464709,35.7763081,M
2679,4092015515,CAJUN CRAB HOUSE,6204-120 GLENWOOD  AVE ,,RALEIGH,NC,27612,(919) 781-7599,2009-11-10T00:00:00.000Z,Restaurant,16560,-78.70283224,35.85653115,M
2680,4092016230,OISHI,2526 HILLSBOROUGH ST ,STE 100,RALEIGH,NC,27607,(919) 322-0828,2012-07-27T00:00:00.000Z,Restaurant,16561,-78.6692269,35.78835156,M
2681,4092016870,SOUTHERN FOODSERVICE TIME WARNER,4200 PARAMOUNT  PKY ,,MORRISVILLE,NC,27560,(919) 460-7304,2015-02-11T00:00:00.000Z,Restaurant,16562,-78.83206286,35.86029687,M
2682,4092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,,RALEIGH,NC,27612,(919) 809-7524,2015-02-11T00:00:00.000Z,Restaurant,16563,-78.71243471,35.8581416,M
2683,4092110521,BROOKS ELEMENTARY MAGNET SCHOOL CAFETERIA,700 NORTHBROOK DR ,,RALEIGH,NC,27609,(919) 881-1350,2017-08-10T00:00:00.000Z,Public School Lunchrooms,16575,-78.65482539,35.84526605,M
2684,4092110460,Harris Creek Elem. School Lunchroom,3829 Forestville RD ,,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006-08-18T00:00:00.000Z,Public School Lunchrooms,16581,-78.51201394,35.87304102,M
2685,4092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006-08-25T00:00:00.000Z,Meat Market,16582,-78.60727224,35.83996617,M
2686,4092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013-10-03T00:00:00.000Z,Restaurant,16583,-78.67772751,35.84277362,M
2687,4092040356,Altaif's Hot Dogs (WCID #553),Davie ST ,Corner of Davie &amp; Fayetteville  ,RALEIGH,NC,27606,(919) 749-7059,2018-04-11T00:00:00.000Z,Pushcarts,16585,0,0,U
2688,4092017844,Manhattan Pizza,9660-133 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 847-3995,2018-05-02T00:00:00.000Z,Restaurant,16590,-78.60229361,35.90546933,M
2689,4092017586,MCDONALDS #3452,3810 LAKE BOONE TRL ,,RALEIGH,NC,27607-2927,(919) 781-0504,2017-05-01T00:00:00.000Z,Restaurant,16591,-78.69425696,35.81614942,M
2690,4092030216,TAQUERIA EL CALENTANO (WCID #623),4851 Jones Sausage (10:00 am -1:00 pm  RD ,,RALEIGH,NC,27604,(919) 232-7628,2010-01-19T00:00:00.000Z,Mobile Food Units,16595,0,0,U
2691,4092015567,MY WAY TAVERN,301  W CENTER ST ,,HOLLY SPRINGS,NC,27540,(919) 285-2142,2010-01-29T00:00:00.000Z,Restaurant,16596,-78.83423191,35.65096824,M
2692,4092015577,AMEDEO`S,3905 WESTERN  BLVD ,,RALEIGH,NC,27606,,2010-03-04T00:00:00.000Z,Restaurant,16598,-78.69045749,35.78405439,M
2693,4092016248,BIDA MANDA,222 S BLOUNT ST ,,RALEIGH,NC,27601,(919) 829-9999,2012-08-28T00:00:00.000Z,Restaurant,16608,-78.63692839,35.77726279,M
2694,4092016251,ANNAS PIZZERIA,138 S MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 285-2497,2012-09-04T00:00:00.000Z,Restaurant,16609,-78.80003832,35.58309804,M
2695,4092017001,NI ASIAN KITCHEN,8817 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 916-5106,2015-07-28T00:00:00.000Z,Restaurant,16612,-78.65461141,35.89932701,M
2696,4092110506,ABBOTTS CREEK ELEMENTARY CAFETERIA,9900 DURANT RD ,,RALEIGH,NC,27614,,2015-08-21T00:00:00.000Z,Public School Lunchrooms,16631,-78.57818214,35.90199471,M
2697,4092017012,CAROLINA SUSHI &amp; ROLL,5951-107 POYNER VILLAGE PKY ,,RALEIGH,NC,27616,(919) 981-5835,2015-08-28T00:00:00.000Z,Restaurant,16637,-78.57030208,35.86511564,M
2698,4092030288,THE CORNER VENEZUELAN FOOD (WCID #539),various,,RALEIGH,NC,27614,(919) 539-6780,2015-09-04T00:00:00.000Z,Mobile Food Units,16638,0,0,U
2699,4092017962,DUNKIN DONUTS,1450 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1150,2018-10-26T00:00:00.000Z,Restaurant,16639,-78.76831493,35.59359443,M
2700,4092022017,BOSTAN MARKET,3917 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 333-1802,2017-05-18T00:00:00.000Z,Food Stand,16640,-78.69135491,35.78400202,M
2701,4092017904,One Stop Market,101 Dickens RD ,,FUQUAY-VARINA,NC,27526,(919) 285-3465,2018-08-17T00:00:00.000Z,Restaurant,16649,-78.81133464,35.61594925,M
